title,price_block,floor,layout,area,location,address,access,built_year,shiki,rei,link,score
藤井ビル北23条,"4.1万円
管理費等 5,000円",4階,1K,27.45m2,北区北二十三条西3,北海道札幌市北区北二十三条西3,北２４条駅/札幌市営地下鉄南北線 徒歩2分 / 北１８条駅/札幌市営地下鉄南北線 徒歩11分,築38年/地上10階建て,なし,なし,https://realestate.yahoo.co.jp/rent/detail/0000014730907bfacd802775e6301c1408bc747e6364/,2
藤井ビル北23条,"3.9万円
管理費等 5,000円",4階,1K,27.45m2,北区北二十三条西3,北海道札幌市北区北二十三条西3,北２４条駅/札幌市営地下鉄南北線 徒歩2分 / 北１８条駅/札幌市営地下鉄南北線 徒歩11分,築38年/地上10階建て,なし,なし,https://realestate.yahoo.co.jp/rent/detail/000001473090b5f3e2e15bb8ef629d3d94c18fa773c2/,2
JCハウス太平,"4万円
管理費等 なし",2階,2LDK,45.36m2,北区太平三条3,北海道札幌市北区太平三条3,太平駅/札沼線 徒歩2分 / 百合が原駅/札沼線 徒歩17分,築50年/地上2階建て,4万円,なし,https://realestate.yahoo.co.jp/rent/detail/0000034177867f247452f2052d1b6b8d4a4a7143dd77/,1
札幌市営地下鉄南北線 北１８条駅 5階建 築1年未満,"9.5万円
管理費等 7,000円",2階,2LDK,42.51m2,北区北十七条西2,北海道札幌市北区北十七条西2,北１８条駅/札幌市営地下鉄南北線 徒歩3分 / 北１３条東駅/札幌市営地下鉄東豊線 徒歩10分,築1年未満/地上5階建て,9.5万円,なし,https://realestate.yahoo.co.jp/rent/detail/_00000824411004304caee616c5d60f4e86ee768570ab/,1
札幌市営地下鉄南北線 北１８条駅 5階建 築1年未満,"9.5万円
管理費等 7,000円",3階,2LDK,42.48m2,北区北十七条西2,北海道札幌市北区北十七条西2,北１８条駅/札幌市営地下鉄南北線 徒歩3分 / 北１３条東駅/札幌市営地下鉄東豊線 徒歩10分,築1年未満/地上5階建て,9.5万円,なし,https://realestate.yahoo.co.jp/rent/detail/_000008244110f0f635562332055fc5d74b7573f2fb94/,1
ノルテブリッサ24ロード,"10.9万円
管理費等 5,000円",8階,2LDK,56.9m2,北区北二十三条西5,北海道札幌市北区北二十三条西5,北２４条駅/札幌市営地下鉄南北線 徒歩3分 / 北３４条駅/札幌市営地下鉄南北線 徒歩14分,築6年/地上10階建て,なし,10.9万円,https://realestate.yahoo.co.jp/rent/detail/00000521876107d9bde951acc6a6bb7dc3fb41d21806/,1
ノルテブリッサ24ロード,"10.9万円
管理費等 5,000円",2階,2LDK,55.6m2,北区北二十三条西5,北海道札幌市北区北二十三条西5,北２４条駅/札幌市営地下鉄南北線 徒歩3分 / 北３４条駅/札幌市営地下鉄南北線 徒歩14分,築6年/地上10階建て,なし,なし,https://realestate.yahoo.co.jp/rent/detail/000005218761eb32cb54c944a6f4094ab8e92fb07eac/,2
ヌーヴェル,"5万円
管理費等 なし",3階,1LDK,38m2,北区北三十七条西7,北海道札幌市北区北三十七条西7,麻生駅/札幌市営地下鉄南北線 徒歩3分 / 新琴似駅/札沼線 徒歩8分,築25年/地上3階建て,なし,なし,https://realestate.yahoo.co.jp/rent/detail/000002535471a81ce637af120d90089a466f39b14db8/,2
ヌーヴェル,"5万円
管理費等 なし",3階,1LDK,35.14m2,北区北三十七条西7,北海道札幌市北区北三十七条西7,麻生駅/札幌市営地下鉄南北線 徒歩3分 / 新琴似駅/札沼線 徒歩8分,築25年/地上3階建て,5万円,なし,https://realestate.yahoo.co.jp/rent/detail/0000025354712c05aee9ff30b7f5f6029ecae30548c9/,1
札幌市営地下鉄南北線 麻生駅 3階建 築31年,"5万円
管理費等 3,000円",3階,2LDK,44.15m2,北区北三十八条西7,北海道札幌市北区北三十八条西7,麻生駅/札幌市営地下鉄南北線 徒歩3分 / 新琴似駅/札沼線 徒歩11分,築31年/地上3階建て,5万円,なし,https://realestate.yahoo.co.jp/rent/detail/_00000400382147a7b12016196f670bedb294ffe1bad0/,1
札沼線 太平駅 地上2階建て 築33年,"5.9万円
管理費等 なし",2階,2LDK,56.21m2,北区太平一条001,北海道札幌市北区太平一条001,太平駅/札沼線 徒歩3分 / 新琴似駅/札沼線 徒歩26分,築33年/地上2階建て,1ヶ月,なし,https://realestate.yahoo.co.jp/rent/detail/_0000060113834a4592a2ab53f3a407ab44a216a587ba/,1
アドヴァンス佐野,"6万円
管理費等 なし",2階,2LDK,50.14m2,北区新琴似十条1,北海道札幌市北区新琴似十条1,新琴似駅/札沼線 徒歩3分 / 麻生駅/札幌市営地下鉄南北線 徒歩5分,築37年/地上2階建て,6万円,なし,https://realestate.yahoo.co.jp/rent/detail/0000051247952d594d80f0c7b463dcdcd0e821b4251f/,1
CLARICE麻生,"5.9万円
管理費等 4,000円",4階,1LDK,30.02m2,北区北三十八条西8,北海道札幌市北区北三十八条西8,麻生駅/札幌市営地下鉄南北線 徒歩4分 / 新琴似駅/札沼線 徒歩8分,築1年未満/地上4階建て,なし,なし,https://realestate.yahoo.co.jp/rent/detail/000008516305cc9e4fc8a0a0f10e19a7bf1093bb5abb/,2
CLARICE麻生,"5.5万円
管理費等 4,000円",1階,1LDK,30.2m2,北区北三十八条西8,北海道札幌市北区北三十八条西8,麻生駅/札幌市営地下鉄南北線 徒歩4分 / 新琴似駅/札沼線 徒歩8分,築1年未満/地上4階建て,なし,なし,https://realestate.yahoo.co.jp/rent/detail/0000085163055c1e01810cd1fca5aef330ea7ed8cea3/,2
フランセレジデンシア グレース南麻生,"6.2万円
管理費等 5,000円",2階,1LDK,36.48m2,北区北三十条西4,北海道札幌市北区北三十条西4,北３４条駅/札幌市営地下鉄南北線 徒歩3分 / 北２４条駅/札幌市営地下鉄南北線 徒歩12分,築7年/地上5階建て,6.2万円,なし,https://realestate.yahoo.co.jp/rent/detail/000003433628685f862ccc91377aa4ec3ebfc1077a83/,1
フランセレジデンシア グレース南麻生,"6.2万円
管理費等 5,000円",2階,1LDK,36.48m2,北区北三十条西4,北海道札幌市北区北三十条西4,北３４条駅/札幌市営地下鉄南北線 徒歩3分 / 北２４条駅/札幌市営地下鉄南北線 徒歩12分,築7年/地上5階建て,6.2万円,なし,https://realestate.yahoo.co.jp/rent/detail/0000034336281d5ad97a23541abd1b946c545208adcd/,1
札幌市営地下鉄南北線 北３４条駅 5階建 築7年,"6.6万円
管理費等 5,000円",3階,1LDK,36.48m2,北区北三十条西4,北海道札幌市北区北三十条西4,北３４条駅/札幌市営地下鉄南北線 徒歩4分,築7年/地上5階建て,6.6万円,なし,https://realestate.yahoo.co.jp/rent/detail/_000003433628e6a0ea285c4a3eb923783525d0f6e563/,1
シャルマン麻生,"8万円
管理費等 3,000円",1階,2LDK,63.67m2,北区新琴似十条2,北海道札幌市北区新琴似十条2,新琴似駅/札沼線 徒歩4分 / 麻生駅/札幌市営地下鉄南北線 徒歩10分,築7年/地上2階建て,8万円,なし,https://realestate.yahoo.co.jp/rent/detail/00000348973831a197b6d263b562b79c0308825c522f/,1
Well－court(ウェルコート),"5.8万円
管理費等 2,200円",2階,2LDK,56.8m2,北区太平十条7,北海道札幌市北区太平十条7,百合が原駅/札沼線 徒歩4分 / 篠路駅/札沼線 徒歩16分,築16年/地上2階建て,5.8万円,なし,https://realestate.yahoo.co.jp/rent/detail/00000436163145ee5e253c59bb74db9c95c2f824fc7f/,1
Well－court(ウェルコート),"5.8万円
管理費等 2,200円",2階,2LDK,56.8m2,北区太平十条7,北海道札幌市北区太平十条7,百合が原駅/札沼線 徒歩4分 / 篠路駅/札沼線 徒歩16分,築16年/地上2階建て,5.8万円,なし,https://realestate.yahoo.co.jp/rent/detail/000004361631393500d8948304e470f7df73998d4816/,1
貸家(3－22),"15万円
管理費等 なし",1階,5K以上,180m2,北区北三十九条西7,北海道札幌市北区北三十九条西7,麻生駅/札幌市営地下鉄南北線 徒歩4分 / 新琴似駅/札沼線 徒歩6分,築44年/地上2階建て,15万円,なし,https://realestate.yahoo.co.jp/rent/detail/000008345603a41d4f424eac1aa133c6adef0156fd65/,1
貸家(3－22),"15万円
管理費等 なし",1階,5K以上,180m2,北区北三十九条西7,北海道札幌市北区北三十九条西7,麻生駅/札幌市営地下鉄南北線 徒歩4分 / 新琴似駅/札沼線 徒歩6分,築44年/地上2階建て,15万円,なし,https://realestate.yahoo.co.jp/rent/detail/000008345603b89f1b05a282223f81350cafd5c61dec/,1
セナ麻生,"5.5万円
管理費等 4,000円",1階,1LDK,30.02m2,北区麻生町7,北海道札幌市北区麻生町7,麻生駅/札幌市営地下鉄南北線 徒歩5分 / 新琴似駅/札沼線 徒歩8分,築1年未満/地上4階建て,なし,なし,https://realestate.yahoo.co.jp/rent/detail/0000085656911459705ad9067be9b9878e5c87b823a9/,2
セナ麻生,"5.5万円
管理費等 4,000円",1階,1LDK,30.02m2,北区麻生町7,北海道札幌市北区麻生町7,麻生駅/札幌市営地下鉄南北線 徒歩5分 / 新琴似駅/札沼線 徒歩8分,築1年未満/地上4階建て,なし,なし,https://realestate.yahoo.co.jp/rent/detail/0000085656917bc23cf12add28f3bec44a5c03de38ba/,2
プラシード,"6万円
管理費等 4,000円",1階,1LDK,35.3m2,北区麻生町6,北海道札幌市北区麻生町6,新琴似駅/札沼線 徒歩5分 / 麻生駅/札幌市営地下鉄南北線 徒歩5分,築2年/地上4階建て,なし,なし,https://realestate.yahoo.co.jp/rent/detail/0000078661475ca6b4e894de2f7f5365f7928c5d3fc6/,2
シェリールオアーゼ,"6.3万円
管理費等 3,000円",2階,1LDK,32.17m2,北区北十五条西3,北海道札幌市北区北十五条西3,北１８条駅/札幌市営地下鉄南北線 徒歩4分 / 北１２条駅/札幌市営地下鉄南北線 徒歩7分,築6年/地上4階建て,6.3万円,なし,https://realestate.yahoo.co.jp/rent/detail/000005899082d05faccd841f341bd9ee4d78d9555f40/,1
シェリールオアーゼ,"6.6万円
管理費等 3,000円",4階,1LDK,32.57m2,北区北十五条西3,北海道札幌市北区北十五条西3,北１８条駅/札幌市営地下鉄南北線 徒歩4分 / 北１２条駅/札幌市営地下鉄南北線 徒歩7分,築6年/地上4階建て,6.6万円,なし,https://realestate.yahoo.co.jp/rent/detail/00000589908209485e9c6301e14ae3f50b226527aeaf/,1
